Latitude (decimal degrees):	38.975
Longitude (decimal degrees):	-5.270
Elevation (m):	459
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231015:0110,0.0,0.0,0.0,18.37,0.69,0.0
20231015:0210,0.0,0.0,0.0,17.9,0.83,0.0
20231015:0310,0.0,0.0,0.0,17.45,0.83,0.0
20231015:0410,0.0,0.0,0.0,16.04,1.03,0.0
20231015:0510,0.0,0.0,0.0,15.08,1.31,0.0
20231015:0610,0.0,0.0,0.0,14.88,1.24,0.0
20231015:0710,80860.0,123.9,6.85,14.7,1.52,0.0
20231015:0810,265670.0,336.42,17.66,17.11,1.24,0.0
20231015:0910,138110.0,183.71,27.42,19.22,1.66,0.0
20231015:1010,206140.0,267.11,35.45,20.82,1.59,0.0
20231015:1110,300880.0,384.51,40.82,21.9,1.79,0.0
20231015:1210,635920.0,827.3,42.58,22.37,2.0,0.0
20231015:1310,568220.0,733.89,40.32,22.86,2.0,0.0
20231015:1410,584830.0,757.3,34.55,23.68,2.07,0.0
20231015:1510,148630.0,200.11,26.24,24.14,2.14,0.0
20231015:1610,89220.0,128.15,16.31,24.34,2.0,0.0
20231015:1710,8010.0,21.32,5.4,23.85,0.83,0.0
20231015:1810,0.0,0.0,0.0,23.01,0.48,0.0
20231015:1910,0.0,0.0,0.0,20.38,1.93,0.0
20231015:2010,0.0,0.0,0.0,18.88,1.38,0.0
20231015:2110,0.0,0.0,0.0,18.03,0.41,0.0
20231015:2210,0.0,0.0,0.0,18.22,0.28,0.0
20231015:2310,0.0,0.0,0.0,17.92,0.97,0.0
20231016:0010,0.0,0.0,0.0,17.82,1.03,0.0
20231016:0110,0.0,0.0,0.0,17.84,1.03,0.0
20231016:0210,0.0,0.0,0.0,17.82,1.1,0.0
20231016:0310,0.0,0.0,0.0,17.88,1.17,0.0
20231016:0410,0.0,0.0,0.0,17.81,1.31,0.0
20231016:0510,0.0,0.0,0.0,17.54,1.38,0.0
20231016:0610,0.0,0.0,0.0,17.23,1.38,0.0
20231016:0710,46830.0,77.43,6.64,16.87,1.24,0.0
20231016:0810,131520.0,174.5,17.43,17.13,1.72,0.0
20231016:0910,139990.0,184.68,27.16,17.77,1.72,0.0
20231016:1010,262910.0,332.62,35.15,19.06,1.79,0.0
20231016:1110,361320.0,455.62,40.48,20.6,2.21,0.0
20231016:1210,446030.0,566.24,42.21,21.74,2.21,0.0
20231016:1310,536340.0,693.4,39.95,22.52,1.52,0.0
20231016:1410,413180.0,533.08,34.2,23.33,0.97,0.0
20231016:1510,222600.0,291.48,25.92,23.62,0.55,0.0
20231016:1610,33530.0,57.48,16.02,23.49,0.34,0.0
20231016:1710,7470.0,20.4,5.12,23.07,0.62,0.0
20231016:1810,0.0,0.0,0.0,22.05,1.1,0.0
20231016:1910,0.0,0.0,0.0,21.73,1.66,0.0
20231016:2010,0.0,0.0,0.0,21.15,1.79,0.0
20231016:2110,0.0,0.0,0.0,20.87,2.0,0.0
20231016:2210,0.0,0.0,0.0,20.51,2.14,0.0
20231016:2310,0.0,0.0,0.0,20.24,2.34,0.0
20231017:0010,0.0,0.0,0.0,20.07,2.69,0.0
20231017:0110,0.0,0.0,0.0,19.88,2.9,0.0
20231017:0210,0.0,0.0,0.0,19.49,2.97,0.0
20231017:0310,0.0,0.0,0.0,19.39,3.03,0.0
20231017:0410,0.0,0.0,0.0,19.22,3.17,0.0
20231017:0510,0.0,0.0,0.0,19.01,3.31,0.0
20231017:0610,0.0,0.0,0.0,18.94,3.45,0.0
20231017:0710,71510.0,113.1,6.43,18.7,3.93,0.0
20231017:0810,266030.0,337.06,17.2,19.77,3.72,0.0
20231017:0910,490530.0,606.85,26.89,21.48,5.24,0.0
20231017:1010,563580.0,702.25,34.84,23.08,6.07,0.0
20231017:1110,30780.0,53.77,40.13,24.19,7.03,0.0
20231017:1210,44960.0,72.31,41.84,24.59,7.79,0.0
20231017:1310,572850.0,713.34,39.58,23.98,7.72,0.0
20231017:1410,176790.0,230.42,33.86,22.38,7.31,0.0
20231017:1510,508740.0,626.65,25.61,22.04,7.03,0.0
20231017:1610,103160.0,143.17,15.72,21.97,6.14,0.0
20231017:1710,47210.0,84.84,4.85,21.05,5.17,0.0
20231017:1810,0.0,0.0,0.0,20.22,4.62,0.0
20231017:1910,0.0,0.0,0.0,19.46,4.34,0.0
20231017:2010,0.0,0.0,0.0,18.98,4.48,0.0
20231017:2110,0.0,0.0,0.0,18.07,4.34,0.0
20231017:2210,0.0,0.0,0.0,18.14,3.86,0.0
20231017:2310,0.0,0.0,0.0,17.54,3.93,0.0
20231018:0010,0.0,0.0,0.0,17.54,4.21,0.0
20231018:0110,0.0,0.0,0.0,17.37,4.41,0.0
20231018:0210,0.0,0.0,0.0,17.08,4.48,0.0
20231018:0310,0.0,0.0,0.0,17.02,3.79,0.0
20231018:0410,0.0,0.0,0.0,17.19,3.31,0.0
20231018:0510,0.0,0.0,0.0,16.98,3.52,0.0
20231018:0610,0.0,0.0,0.0,17.13,3.1,0.0
20231018:0710,69220.0,109.28,6.22,16.94,3.03,0.0
20231018:0810,230270.0,290.92,16.97,17.39,3.38,0.0
20231018:0910,167070.0,215.48,26.63,17.91,3.66,0.0
20231018:1010,306070.0,380.33,34.54,19.01,4.07,0.0
20231018:1110,285250.0,357.57,39.79,19.85,4.28,0.0
20231018:1210,655770.0,825.87,41.47,21.25,4.48,0.0
20231018:1310,251280.0,320.08,39.22,22.2,4.9,0.0
20231018:1410,242720.0,309.4,33.51,22.67,5.45,0.0
20231018:1510,417610.0,520.64,25.29,22.44,4.76,0.0
20231018:1610,187550.0,245.94,15.44,22.09,4.28,0.0
20231018:1710,16610.0,36.24,4.58,21.42,3.66,0.0
20231018:1810,0.0,0.0,0.0,20.51,3.24,0.0
20231018:1910,0.0,0.0,0.0,19.58,3.45,0.0
20231018:2010,0.0,0.0,0.0,19.17,3.52,0.0
20231018:2110,0.0,0.0,0.0,18.75,3.66,0.0
20231018:2210,0.0,0.0,0.0,18.25,3.86,0.0
20231018:2310,0.0,0.0,0.0,17.87,3.93,0.0
20231019:0010,0.0,0.0,0.0,17.64,4.0,0.0
20231019:0110,0.0,0.0,0.0,17.49,4.28,0.0
20231019:0210,0.0,0.0,0.0,17.39,4.69,0.0
20231019:0310,0.0,0.0,0.0,17.42,5.1,0.0
20231019:0410,0.0,0.0,0.0,17.19,5.17,0.0
20231019:0510,0.0,0.0,0.0,17.08,5.17,0.0
20231019:0610,0.0,0.0,0.0,17.06,5.38,0.0
20231019:0710,13050.0,28.81,6.02,17.89,6.0,0.0
20231019:0810,179940.0,230.4,16.73,17.68,5.72,0.0
20231019:0910,17160.0,34.3,26.36,18.17,7.24,0.0
20231019:1010,117900.0,158.54,34.23,19.36,8.07,0.0
20231019:1110,267080.0,332.82,39.45,19.8,8.41,0.0
20231019:1210,32350.0,54.7,41.11,19.04,8.62,0.0
20231019:1310,30200.0,51.92,38.86,19.0,8.14,0.0
20231019:1410,26650.0,47.28,33.18,19.08,8.34,0.0
20231019:1510,28850.0,50.06,24.98,18.52,7.66,0.0
20231019:1610,227280.0,287.61,15.15,17.83,6.41,0.0
20231019:1710,0.0,3.71,4.31,16.3,6.69,0.0
20231019:1810,0.0,0.0,0.0,15.75,4.28,0.0
20231019:1910,0.0,0.0,0.0,15.4,3.86,0.0
20231019:2010,0.0,0.0,0.0,14.84,5.1,0.0
20231019:2110,0.0,0.0,0.0,13.52,5.24,0.0
20231019:2210,0.0,0.0,0.0,13.44,3.93,0.0
20231019:2310,0.0,0.0,0.0,12.94,5.31,0.0
20231020:0010,0.0,0.0,0.0,12.7,6.07,0.0
20231020:0110,0.0,0.0,0.0,12.51,5.66,0.0
20231020:0210,0.0,0.0,0.0,12.37,4.9,0.0
20231020:0310,0.0,0.0,0.0,12.22,4.83,0.0
20231020:0410,0.0,0.0,0.0,11.99,4.83,0.0
20231020:0510,0.0,0.0,0.0,12.0,4.83,0.0
20231020:0610,0.0,0.0,0.0,12.05,4.83,0.0
20231020:0710,84030.0,127.58,5.81,12.31,4.76,0.0
20231020:0810,240080.0,295.61,16.5,12.92,4.55,0.0
20231020:0910,90510.0,123.31,26.1,13.6,5.52,0.0
20231020:1010,483270.0,577.59,33.93,14.28,5.66,0.0
20231020:1110,658350.0,796.03,39.1,15.22,5.86,0.0
20231020:1210,565240.0,682.65,40.75,16.11,6.21,0.0
20231020:1310,289710.0,356.14,38.5,17.02,6.34,0.0
20231020:1410,199730.0,251.99,32.84,17.24,6.34,0.0
20231020:1510,459410.0,554.09,24.68,16.9,6.28,0.0
20231020:1610,304270.0,378.91,14.87,16.58,5.59,0.0
20231020:1710,5500.0,16.69,4.04,16.04,4.55,0.0
20231020:1810,0.0,0.0,0.0,15.34,4.14,0.0
20231020:1910,0.0,0.0,0.0,14.79,3.93,0.0
20231020:2010,0.0,0.0,0.0,14.39,3.79,0.0
20231020:2110,0.0,0.0,0.0,13.95,3.59,0.0
20231020:2210,0.0,0.0,0.0,13.44,3.45,0.0
20231020:2310,0.0,0.0,0.0,13.07,3.38,0.0
20231021:0010,0.0,0.0,0.0,12.5,3.24,0.0
20231021:0110,0.0,0.0,0.0,12.16,2.9,0.0
20231021:0210,0.0,0.0,0.0,11.74,2.62,0.0
20231021:0310,0.0,0.0,0.0,11.46,2.28,0.0
20231021:0410,0.0,0.0,0.0,11.34,2.21,0.0
20231021:0510,0.0,0.0,0.0,11.33,2.14,0.0
20231021:0610,0.0,0.0,0.0,10.94,1.79,0.0
20231021:0710,14250.0,29.81,5.59,10.7,1.86,0.0
20231021:0810,220300.0,272.83,16.27,11.57,2.34,0.0
20231021:0910,312910.0,380.82,25.83,12.9,1.86,0.0
20231021:1010,537530.0,667.05,33.62,14.06,1.17,0.0
20231021:1110,683150.0,873.96,38.77,15.13,1.1,0.0
20231021:1210,681920.0,876.02,40.39,16.26,1.24,0.0
20231021:1310,559920.0,707.21,38.15,16.96,1.31,0.0
20231021:1410,510410.0,640.6,32.51,17.25,1.31,0.0
20231021:1510,469360.0,589.37,24.37,17.12,0.9,0.0
20231021:1610,288800.0,369.0,14.59,16.97,0.83,0.0
20231021:1710,36010.0,68.05,3.78,16.48,1.03,0.0
20231021:1810,0.0,0.0,0.0,14.87,1.17,0.0
20231021:1910,0.0,0.0,0.0,14.71,1.52,0.0
20231021:2010,0.0,0.0,0.0,13.54,1.52,0.0
20231021:2110,0.0,0.0,0.0,13.02,1.86,0.0
20231021:2210,0.0,0.0,0.0,12.49,1.93,0.0
20231021:2310,0.0,0.0,0.0,12.08,1.93,0.0
20231022:0010,0.0,0.0,0.0,11.74,1.79,0.0
20231022:0110,0.0,0.0,0.0,11.51,1.86,0.0
20231022:0210,0.0,0.0,0.0,11.68,1.86,0.0
20231022:0310,0.0,0.0,0.0,11.99,2.14,0.0
20231022:0410,0.0,0.0,0.0,12.42,2.28,0.0
20231022:0510,0.0,0.0,0.0,12.46,2.34,0.0
20231022:0610,0.0,0.0,0.0,12.39,2.48,0.0
20231022:0710,0.0,4.64,5.38,12.63,2.34,0.0
20231022:0810,102270.0,137.28,16.03,13.2,2.34,0.0
20231022:0910,16810.0,33.38,25.56,14.42,2.9,0.0
20231022:1010,90150.0,124.23,33.32,15.62,3.17,0.0
20231022:1110,299820.0,371.34,38.43,16.99,3.24,0.0
20231022:1210,135690.0,178.93,40.03,17.27,3.38,0.0
20231022:1310,99320.0,135.36,37.8,16.01,2.76,0.0
20231022:1410,88760.0,122.38,32.18,15.0,2.55,0.0
20231022:1510,40450.0,63.97,24.07,14.4,3.38,0.0
20231022:1610,11600.0,25.96,14.31,14.08,3.66,0.0
20231022:1710,20190.0,42.38,3.53,13.9,3.93,0.0
20231022:1810,0.0,0.0,0.0,13.94,3.66,0.0
20231022:1910,0.0,0.0,0.0,13.45,2.69,0.0
20231022:2010,0.0,0.0,0.0,13.43,1.93,0.0
20231022:2110,0.0,0.0,0.0,13.22,2.83,0.0
20231022:2210,0.0,0.0,0.0,12.92,3.72,0.0
20231022:2310,0.0,0.0,0.0,12.48,3.59,0.0
20231023:0010,0.0,0.0,0.0,12.49,2.97,0.0
20231023:0110,0.0,0.0,0.0,12.09,3.1,0.0
20231023:0210,0.0,0.0,0.0,11.69,2.62,0.0
20231023:0310,0.0,0.0,0.0,11.2,2.07,0.0
20231023:0410,0.0,0.0,0.0,10.9,1.66,0.0
20231023:0510,0.0,0.0,0.0,10.66,1.52,0.0
20231023:0610,0.0,0.0,0.0,10.48,1.52,0.0
20231023:0710,62310.0,98.93,5.17,10.51,1.52,0.0
20231023:0810,177450.0,224.1,15.8,11.88,1.45,0.0
20231023:0910,475920.0,578.15,25.3,13.68,2.28,0.0
20231023:1010,434820.0,529.98,33.02,15.14,2.76,0.0
20231023:1110,165990.0,213.81,38.09,16.38,3.03,0.0
20231023:1210,83900.0,117.74,39.68,17.34,2.76,0.0
20231023:1310,40510.0,64.9,37.45,17.57,2.55,0.0
20231023:1410,44950.0,70.46,31.86,17.52,2.34,0.0
20231023:1510,135380.0,178.88,23.78,17.4,1.52,0.0
20231023:1610,5510.0,16.69,14.04,15.59,1.93,0.0
20231023:1710,6380.0,18.87,3.27,14.69,1.93,0.0
20231023:1810,0.0,0.0,0.0,14.06,1.93,0.0
20231023:1910,0.0,0.0,0.0,12.7,1.86,0.0
20231023:2010,0.0,0.0,0.0,12.85,1.79,0.0
20231023:2110,0.0,0.0,0.0,12.55,1.93,0.0
20231023:2210,0.0,0.0,0.0,12.42,2.0,0.0
20231023:2310,0.0,0.0,0.0,12.22,2.28,0.0
20231024:0010,0.0,0.0,0.0,11.93,2.83,0.0
20231024:0110,0.0,0.0,0.0,11.62,2.41,0.0
20231024:0210,0.0,0.0,0.0,11.26,2.41,0.0
20231024:0310,0.0,0.0,0.0,11.41,2.14,0.0
20231024:0410,0.0,0.0,0.0,11.15,2.14,0.0
20231024:0510,0.0,0.0,0.0,10.7,2.0,0.0
20231024:0610,0.0,0.0,0.0,10.42,1.86,0.0
20231024:0710,50180.0,82.01,4.96,10.01,1.52,0.0
20231024:0810,315180.0,384.36,15.56,10.48,1.79,0.0
20231024:0910,520230.0,630.66,25.03,11.88,1.86,0.0
20231024:1010,683150.0,847.79,32.72,13.68,2.21,0.0
20231024:1110,780930.0,985.83,37.76,15.41,2.76,0.0
20231024:1210,666220.0,822.91,39.33,16.99,4.28,0.0
20231024:1310,100570.0,137.21,37.11,17.13,4.14,0.0
20231024:1410,597830.0,734.57,31.54,16.95,3.79,0.0
20231024:1510,141560.0,184.96,23.48,17.05,3.52,0.0
20231024:1610,47610.0,73.59,13.77,16.91,2.83,0.0
20231024:1710,3920.0,13.99,3.03,16.57,2.97,0.0
20231024:1810,0.0,0.0,0.0,15.76,2.76,0.0
20231024:1910,0.0,0.0,0.0,14.82,3.17,0.0
20231024:2010,0.0,0.0,0.0,14.16,3.17,0.0
20231024:2110,0.0,0.0,0.0,14.17,3.45,0.0
20231024:2210,0.0,0.0,0.0,14.23,3.59,0.0
20231024:2310,0.0,0.0,0.0,14.32,3.66,0.0
20231025:0010,0.0,0.0,0.0,14.54,3.93,0.0
20231025:0110,0.0,0.0,0.0,14.6,3.93,0.0
20231025:0210,0.0,0.0,0.0,14.71,3.72,0.0
20231025:0310,0.0,0.0,0.0,14.88,3.52,0.0
20231025:0410,0.0,0.0,0.0,14.96,3.24,0.0
20231025:0510,0.0,0.0,0.0,15.15,3.24,0.0
20231025:0610,0.0,0.0,0.0,15.17,3.38,0.0
20231025:0710,26750.0,50.11,4.74,15.23,3.24,0.0
20231025:0810,62190.0,90.84,15.32,15.33,2.62,0.0
20231025:0910,117420.0,156.04,24.76,15.9,4.0,0.0
20231025:1010,129420.0,170.52,32.41,16.4,4.48,0.0
20231025:1110,280160.0,347.22,37.42,16.79,3.52,0.0
20231025:1210,168490.0,217.55,38.98,17.77,4.14,0.0
20231025:1310,261590.0,327.11,36.77,18.65,4.48,0.0
20231025:1410,172080.0,222.4,31.22,19.0,4.28,0.0
20231025:1510,186200.0,238.63,23.2,19.28,4.07,0.0
20231025:1610,117860.0,159.87,13.51,19.1,3.17,0.0
20231025:1710,0.0,5.25,2.78,18.57,2.69,0.0
20231025:1810,0.0,0.0,0.0,17.97,2.28,0.0
20231025:1910,0.0,0.0,0.0,18.06,2.14,0.0
20231025:2010,0.0,0.0,0.0,18.07,2.55,0.0
20231025:2110,0.0,0.0,0.0,17.71,2.69,0.0
20231025:2210,0.0,0.0,0.0,17.49,2.69,0.0
20231025:2310,0.0,0.0,0.0,17.15,2.69,0.0
20231026:0010,0.0,0.0,0.0,16.84,2.69,0.0
20231026:0110,0.0,0.0,0.0,16.62,2.69,0.0
20231026:0210,0.0,0.0,0.0,16.42,2.62,0.0
20231026:0310,0.0,0.0,0.0,16.33,2.55,0.0
20231026:0410,0.0,0.0,0.0,16.37,2.76,0.0
20231026:0510,0.0,0.0,0.0,16.4,2.97,0.0
20231026:0610,0.0,0.0,0.0,16.4,3.17,0.0
20231026:0710,18830.0,38.47,4.53,16.91,3.72,0.0
20231026:0810,100450.0,137.07,15.09,16.97,3.66,0.0
20231026:0910,115180.0,154.27,24.5,17.36,4.48,0.0
20231026:1010,73850.0,105.69,32.11,17.99,5.59,0.0
20231026:1110,207420.0,263.54,37.09,19.37,6.48,0.0
20231026:1210,164480.0,214.8,38.63,20.82,6.83,0.0
20231026:1310,51790.0,79.73,36.43,20.67,6.97,0.0
20231026:1410,83840.0,118.67,30.91,20.25,6.76,0.0
20231026:1510,102170.0,140.39,22.91,20.03,5.79,0.0
20231026:1610,5420.0,16.69,13.25,18.48,5.38,0.0
20231026:1710,0.0,2.62,2.54,17.17,5.45,0.0
20231026:1810,0.0,0.0,0.0,16.2,5.03,0.0
20231026:1910,0.0,0.0,0.0,16.22,4.69,0.0
20231026:2010,0.0,0.0,0.0,16.08,4.07,0.0
20231026:2110,0.0,0.0,0.0,15.8,3.59,0.0
20231026:2210,0.0,0.0,0.0,15.12,3.45,0.0
20231026:2310,0.0,0.0,0.0,14.45,3.38,0.0
20231027:0010,0.0,0.0,0.0,13.88,3.38,0.0
20231027:0110,0.0,0.0,0.0,13.27,3.24,0.0
20231027:0210,0.0,0.0,0.0,12.75,3.1,0.0
20231027:0310,0.0,0.0,0.0,12.48,2.97,0.0
20231027:0410,0.0,0.0,0.0,12.24,2.76,0.0
20231027:0510,0.0,0.0,0.0,12.3,2.76,0.0
20231027:0610,0.0,0.0,0.0,12.48,2.83,0.0
20231027:0710,59370.0,97.08,4.32,12.95,2.9,0.0
20231027:0810,205130.0,256.69,14.85,13.43,3.24,0.0
20231027:0910,533700.0,640.27,24.23,14.49,4.9,0.0
20231027:1010,474640.0,572.02,31.81,15.23,4.69,0.0
20231027:1110,747710.0,921.43,36.76,16.13,4.76,0.0
20231027:1210,498470.0,607.12,38.29,17.11,4.97,0.0
20231027:1310,778060.0,966.63,36.1,16.99,4.69,0.0
20231027:1410,39230.0,63.04,30.6,16.95,4.62,0.0
20231027:1510,439520.0,534.15,22.63,17.01,4.62,0.0
20231027:1610,68530.0,99.17,13.0,16.93,4.0,0.0
20231027:1710,0.0,4.37,2.31,16.4,2.9,0.0
20231027:1810,0.0,0.0,0.0,15.72,2.55,0.0
20231027:1910,0.0,0.0,0.0,14.99,2.62,0.0
20231027:2010,0.0,0.0,0.0,14.73,2.34,0.0
20231027:2110,0.0,0.0,0.0,14.6,2.28,0.0
20231027:2210,0.0,0.0,0.0,14.32,2.21,0.0
20231027:2310,0.0,0.0,0.0,14.18,2.28,0.0
20231028:0010,0.0,0.0,0.0,13.93,2.48,0.0
20231028:0110,0.0,0.0,0.0,13.74,2.34,0.0
20231028:0210,0.0,0.0,0.0,13.65,2.41,0.0
20231028:0310,0.0,0.0,0.0,13.24,2.28,0.0
20231028:0410,0.0,0.0,0.0,13.21,2.28,0.0
20231028:0510,0.0,0.0,0.0,13.01,2.0,0.0
20231028:0610,0.0,0.0,0.0,13.05,1.93,0.0
20231028:0710,1960.0,10.2,4.1,13.65,2.55,0.0
20231028:0810,110700.0,147.68,14.61,13.96,2.14,0.0
20231028:0910,365960.0,444.6,23.97,14.58,2.69,0.0
20231028:1010,357490.0,436.51,31.52,15.48,2.9,0.0
20231028:1110,320670.0,395.04,36.44,16.72,3.38,0.0
20231028:1210,698770.0,872.11,37.95,17.73,3.86,0.0
20231028:1310,68120.0,99.2,35.77,18.75,4.34,0.0
20231028:1410,403950.0,496.58,30.3,19.23,4.55,0.0
20231028:1510,52870.0,80.66,22.36,19.06,4.34,0.0
20231028:1610,25950.0,46.36,12.75,18.67,3.03,0.0
20231028:1710,0.0,2.62,2.08,17.85,2.9,0.0
20231028:1810,0.0,0.0,0.0,16.92,2.9,0.0
20231028:1910,0.0,0.0,0.0,16.52,3.24,0.0
20231028:2010,0.0,0.0,0.0,16.0,3.24,0.0
20231028:2110,0.0,0.0,0.0,15.69,3.38,0.0
20231028:2210,0.0,0.0,0.0,15.37,3.31,0.0
20231028:2310,0.0,0.0,0.0,14.81,3.17,0.0
20231029:0010,0.0,0.0,0.0,14.63,3.17,0.0
20231029:0110,0.0,0.0,0.0,14.84,3.59,0.0
20231029:0210,0.0,0.0,0.0,14.91,3.52,0.0
20231029:0310,0.0,0.0,0.0,14.81,3.52,0.0
20231029:0410,0.0,0.0,0.0,14.68,3.17,0.0
20231029:0510,0.0,0.0,0.0,14.64,3.17,0.0
20231029:0610,0.0,0.0,0.0,14.35,3.17,0.0
20231029:0710,8350.0,21.7,3.89,14.07,2.83,0.0
20231029:0810,80910.0,112.83,14.38,14.5,2.83,0.0
20231029:0910,363460.0,439.4,23.7,15.24,4.28,0.0
20231029:1010,536600.0,650.06,31.22,16.3,4.83,0.0
20231029:1110,220350.0,277.15,36.12,17.74,5.24,0.0
20231029:1210,171700.0,221.36,37.62,18.33,5.24,0.0
20231029:1310,378800.0,466.12,35.44,18.83,4.62,0.0
20231029:1410,215920.0,273.07,30.0,19.1,5.03,0.0
20231029:1510,105620.0,143.63,22.08,18.4,4.62,0.0
20231029:1610,52890.0,80.15,12.5,16.92,3.38,0.0
20231029:1710,0.0,0.87,1.85,16.59,2.76,0.0
20231029:1810,0.0,0.0,0.0,16.08,2.62,0.0
20231029:1910,0.0,0.0,0.0,16.45,3.38,0.0
20231029:2010,0.0,0.0,0.0,16.02,3.38,0.0
20231029:2110,0.0,0.0,0.0,15.7,3.31,0.0
20231029:2210,0.0,0.0,0.0,14.95,3.45,0.0
20231029:2310,0.0,0.0,0.0,14.71,3.72,0.0
20231030:0010,0.0,0.0,0.0,14.6,4.07,0.0
20231030:0110,0.0,0.0,0.0,14.14,4.07,0.0
20231030:0210,0.0,0.0,0.0,13.83,4.69,0.0
20231030:0310,0.0,0.0,0.0,13.58,5.03,0.0
20231030:0410,0.0,0.0,0.0,13.38,4.14,0.0
20231030:0510,0.0,0.0,0.0,13.28,3.38,0.0
20231030:0610,0.0,0.0,0.0,13.22,3.31,0.0
20231030:0710,49080.0,83.43,3.67,12.68,2.9,0.0
20231030:0810,298580.0,366.33,14.14,12.61,2.9,0.0
20231030:0910,478040.0,574.81,23.44,13.09,3.17,0.0
20231030:1010,670360.0,817.87,30.92,13.85,3.52,0.0
20231030:1110,732680.0,902.06,35.79,14.74,3.93,0.0
20231030:1210,615170.0,751.83,37.29,15.72,4.21,0.0
20231030:1310,445910.0,541.53,35.12,16.13,4.28,0.0
20231030:1410,621860.0,759.02,29.7,16.49,4.48,0.0
20231030:1510,492440.0,597.71,21.82,16.47,4.48,0.0
20231030:1610,175910.0,226.92,12.26,16.17,3.66,0.0
20231030:1710,480.0,7.0,1.63,15.74,2.9,0.0
20231030:1810,0.0,0.0,0.0,14.59,2.28,0.0
20231030:1910,0.0,0.0,0.0,13.83,1.79,0.0
20231030:2010,0.0,0.0,0.0,13.0,1.66,0.0
20231030:2110,0.0,0.0,0.0,12.26,1.45,0.0
20231030:2210,0.0,0.0,0.0,11.82,1.24,0.0
20231030:2310,0.0,0.0,0.0,12.38,0.97,0.0
20231031:0010,0.0,0.0,0.0,13.25,0.76,0.0
20231031:0110,0.0,0.0,0.0,13.09,0.48,0.0
20231031:0210,0.0,0.0,0.0,12.86,0.62,0.0
20231031:0310,0.0,0.0,0.0,12.67,0.69,0.0
20231031:0410,0.0,0.0,0.0,12.55,0.28,0.0
20231031:0510,0.0,0.0,0.0,11.19,0.9,0.0
20231031:0610,0.0,0.0,0.0,10.29,1.31,0.0
20231031:0710,20010.0,40.48,3.46,10.24,1.45,0.0
20231031:0810,59250.0,85.91,13.9,10.93,1.1,0.0
20231031:0910,157000.0,200.62,23.17,12.95,0.97,0.0
20231031:1010,111040.0,148.34,30.63,13.88,1.17,0.0
20231031:1110,205650.0,259.82,35.48,14.83,1.31,0.0
20231031:1210,231760.0,291.38,36.96,15.33,1.24,0.0
20231031:1310,239590.0,300.66,34.81,15.62,1.31,0.0
20231031:1410,121170.0,161.38,29.41,15.94,1.52,0.0
20231031:1510,134760.0,176.87,21.56,16.05,1.72,0.0
20231031:1610,80210.0,113.17,12.02,15.85,1.93,0.0
20231031:1710,0.0,4.37,1.41,15.14,1.52,0.0
20231031:1810,0.0,0.0,0.0,14.35,1.52,0.0
20231031:1910,0.0,0.0,0.0,14.01,0.76,0.0
20231031:2010,0.0,0.0,0.0,13.31,0.9,0.0
20231031:2110,0.0,0.0,0.0,13.99,0.62,0.0
20231031:2210,0.0,0.0,0.0,11.47,1.31,0.0
20231031:2310,0.0,0.0,0.0,10.71,1.59,0.0
20231101:0010,0.0,0.0,0.0,10.3,1.72,0.0
20231101:0110,0.0,0.0,0.0,10.05,1.86,0.0
20231101:0210,0.0,0.0,0.0,10.08,2.0,0.0
20231101:0310,0.0,0.0,0.0,10.24,1.93,0.0
20231101:0410,0.0,0.0,0.0,10.5,2.0,0.0
20231101:0510,0.0,0.0,0.0,11.27,2.28,0.0
20231101:0610,0.0,0.0,0.0,12.11,2.48,0.0
20231101:0710,7030.0,19.65,3.24,12.45,2.55,0.0
20231101:0810,14260.0,29.67,13.67,13.07,3.03,0.0
20231101:0910,81480.0,113.25,22.91,14.01,2.48,0.0
20231101:1010,62360.0,90.86,30.34,14.95,3.24,0.0
20231101:1110,57490.0,85.29,35.16,16.16,4.97,0.0
20231101:1210,122150.0,162.24,36.64,16.58,4.28,0.0
20231101:1310,108190.0,146.48,34.5,17.48,3.86,0.0
20231101:1410,92540.0,127.94,29.12,17.43,3.66,0.0
20231101:1510,50290.0,76.95,21.3,17.26,3.38,0.0
20231101:1610,35980.0,59.06,11.79,17.13,3.59,0.0
20231101:1710,0.0,0.0,0.0,17.0,3.38,0.0
20231101:1810,0.0,0.0,0.0,16.8,3.38,0.0
20231101:1910,0.0,0.0,0.0,16.3,3.66,0.0
20231101:2010,0.0,0.0,0.0,15.88,3.59,0.0
20231101:2110,0.0,0.0,0.0,15.86,3.59,0.0
20231101:2210,0.0,0.0,0.0,15.84,3.79,0.0
20231101:2310,0.0,0.0,0.0,15.83,4.07,0.0
20231102:0010,0.0,0.0,0.0,15.88,4.34,0.0
20231102:0110,0.0,0.0,0.0,15.73,4.41,0.0
20231102:0210,0.0,0.0,0.0,15.62,4.69,0.0
20231102:0310,0.0,0.0,0.0,15.52,5.03,0.0
20231102:0410,0.0,0.0,0.0,15.54,5.24,0.0
20231102:0510,0.0,0.0,0.0,15.45,5.17,0.0
20231102:0610,0.0,0.0,0.0,15.33,5.38,0.0
20231102:0710,0.0,4.64,3.03,15.55,7.24,0.0
20231102:0810,119090.0,157.74,13.43,15.71,6.76,0.0
